consumo_id,registro_id,fila_origen,cliente_producto_id,cliente_id,producto,fecha_consumo,categoria_consumo,monto_consumo,canal,consumo_outlier_iqr
CON-001530,REG-001530,1530,C001605__TARJETA_CREDITO,C001605,Tarjeta de Crédito,2025-12-24,Supermarket,293.28,POS,False
CON-001785,REG-001785,1785,C001677__TARJETA_CREDITO,C001677,Tarjeta de Crédito,2025-12-24,Fuel,8.20,POS,False
CON-004086,REG-004086,4086,C001228__TARJETA_CREDITO,C001228,Tarjeta de Crédito,2025-12-24,Health,392.13,POS,True
CON-005750,REG-005750,5750,C002067__TARJETA_CREDITO,C002067,Tarjeta de Crédito,2025-12-24,Technology,47.98,POS,False
CON-008065,REG-008065,8065,C002006__TARJETA_CREDITO,C002006,Tarjeta de Crédito,2025-12-24,Technology,51.67,POS,False
CON-008746,REG-008746,8746,C001444__TARJETA_CREDITO,C001444,Tarjeta de Crédito,2025-12-24,Streaming,25.84,POS,False
CON-009137,REG-009137,9137,C001013__TARJETA_CREDITO,C001013,Tarjeta de Crédito,2025-12-24,Food,59.06,POS,False
CON-009881,REG-009881,9881,C001302__TARJETA_CREDITO,C001302,Tarjeta de Crédito,2025-12-24,Fuel,74.91,App,False
CON-009975,REG-009975,9975,C000608__TARJETA_CREDITO,C000608,Tarjeta de Crédito,2025-12-24,Entertainment,13.39,POS,False
CON-010992,REG-010992,10992,C002101__TARJETA_CREDITO,C002101,Tarjeta de Crédito,2025-12-24,Fuel,72.32,POS,False
CON-011861,REG-011861,11861,C000167__TARJETA_CREDITO,C000167,Tarjeta de Crédito,2025-12-24,Fuel,29.10,Branch,False
CON-012756,REG-012756,12756,C001287__TARJETA_CREDITO,C001287,Tarjeta de Crédito,2025-12-24,Health,422.06,Web,True
CON-013245,REG-013245,13245,C001007__TARJETA_CREDITO,C001007,Tarjeta de Crédito,2025-12-24,Fuel,33.32,POS,False
CON-015399,REG-015399,15399,C001723__TARJETA_CREDITO,C001723,Tarjeta de Crédito,2025-12-24,Others,108.65,POS,False
CON-016723,REG-016723,16723,C001616__TARJETA_CREDITO,C001616,Tarjeta de Crédito,2025-12-24,Streaming,46.84,POS,False
CON-017343,REG-017343,17343,C000834__TARJETA_CREDITO,C000834,Tarjeta de Crédito,2025-12-24,Streaming,68.19,POS,False
CON-017660,REG-017660,17660,C001454__TARJETA_CREDITO,C001454,Tarjeta de Crédito,2025-12-24,Streaming,41.56,Web,False
CON-017771,REG-017771,17771,C000494__TARJETA_CREDITO,C000494,Tarjeta de Crédito,2025-12-24,Supermarket,167.34,App,False
CON-017934,REG-017934,17934,C001621__TARJETA_CREDITO,C001621,Tarjeta de Crédito,2025-12-24,Food,63.81,POS,False
CON-018042,REG-018042,18042,C002101__TARJETA_CREDITO,C002101,Tarjeta de Crédito,2025-12-24,Food,26.15,App,False
CON-018092,REG-018092,18092,C000546__TARJETA_CREDITO,C000546,Tarjeta de Crédito,2025-12-24,Technology,81.16,POS,False
CON-019102,REG-019102,19102,C000430__TARJETA_CREDITO,C000430,Tarjeta de Crédito,2025-12-24,Entertainment,69.26,POS,False
CON-019361,REG-019361,19361,C000850__TARJETA_CREDITO,C000850,Tarjeta de Crédito,2025-12-24,Health,89.51,Branch,False
CON-019474,REG-019474,19474,C001860__TARJETA_CREDITO,C001860,Tarjeta de Crédito,2025-12-24,Food,120.51,POS,False
CON-021351,REG-021351,21351,C001786__TARJETA_CREDITO,C001786,Tarjeta de Crédito,2025-12-24,Education,175.27,POS,False
CON-001419,REG-001419,1419,C001701__TARJETA_CREDITO,C001701,Tarjeta de Crédito,2025-12-25,Others,225.99,App,False
CON-003483,REG-003483,3483,C000544__TARJETA_CREDITO,C000544,Tarjeta de Crédito,2025-12-25,Travel,11.36,App,False
CON-004516,REG-004516,4516,C002119__TARJETA_CREDITO,C002119,Tarjeta de Crédito,2025-12-25,Streaming,20.05,Branch,False
CON-006163,REG-006163,6163,C001811__TARJETA_CREDITO,C001811,Tarjeta de Crédito,2025-12-25,Supermarket,216.73,POS,False
CON-006813,REG-006813,6813,C000964__TARJETA_CREDITO,C000964,Tarjeta de Crédito,2025-12-25,Food,26.05,Web,False
CON-007646,REG-007646,7646,C001585__TARJETA_CREDITO,C001585,Tarjeta de Crédito,2025-12-25,Technology,181.20,POS,False
CON-008582,REG-008582,8582,C000810__TARJETA_CREDITO,C000810,Tarjeta de Crédito,2025-12-25,Fuel,18.09,App,False
CON-008748,REG-008748,8748,C001429__TARJETA_CREDITO,C001429,Tarjeta de Crédito,2025-12-25,Supermarket,78.56,App,False
CON-010868,REG-010868,10868,C000627__TARJETA_CREDITO,C000627,Tarjeta de Crédito,2025-12-25,Food,180.06,POS,False
CON-012048,REG-012048,12048,C001716__TARJETA_CREDITO,C001716,Tarjeta de Crédito,2025-12-25,Education,14.63,Web,False
CON-012585,REG-012585,12585,C000651__TARJETA_CREDITO,C000651,Tarjeta de Crédito,2025-12-25,Entertainment,15.06,Branch,False
CON-013460,REG-013460,13460,C001641__TARJETA_CREDITO,C001641,Tarjeta de Crédito,2025-12-25,Others,22.84,App,False
CON-013532,REG-013532,13532,C001162__TARJETA_CREDITO,C001162,Tarjeta de Crédito,2025-12-25,Supermarket,18.13,App,False
CON-014788,REG-014788,14788,C000738__TARJETA_CREDITO,C000738,Tarjeta de Crédito,2025-12-25,Education,167.24,POS,False
CON-015131,REG-015131,15131,C001443__TARJETA_CREDITO,C001443,Tarjeta de Crédito,2025-12-25,Entertainment,16.31,POS,False
CON-015797,REG-015797,15797,C001224__TARJETA_CREDITO,C001224,Tarjeta de Crédito,2025-12-25,Food,4.05,Branch,False
CON-016288,REG-016288,16288,C001082__TARJETA_CREDITO,C001082,Tarjeta de Crédito,2025-12-25,Streaming,26.54,POS,False
CON-016696,REG-016696,16696,C000938__TARJETA_CREDITO,C000938,Tarjeta de Crédito,2025-12-25,Food,17.68,POS,False
CON-016797,REG-016797,16797,C001437__TARJETA_CREDITO,C001437,Tarjeta de Crédito,2025-12-25,Supermarket,35.11,Branch,False
CON-018045,REG-018045,18045,C002124__TARJETA_CREDITO,C002124,Tarjeta de Crédito,2025-12-25,Technology,27.84,POS,False
CON-020649,REG-020649,20649,C000082__TARJETA_CREDITO,C000082,Tarjeta de Crédito,2025-12-25,Health,244.26,App,False
CON-020650,REG-020650,20650,C001418__TARJETA_CREDITO,C001418,Tarjeta de Crédito,2025-12-25,Supermarket,25.63,POS,False
CON-000072,REG-000072,72,C001532__TARJETA_CREDITO,C001532,Tarjeta de Crédito,2025-12-26,Food,16.98,Branch,False
CON-000332,REG-000332,332,C000789__TARJETA_CREDITO,C000789,Tarjeta de Crédito,2025-12-26,Entertainment,356.27,POS,True
CON-001047,REG-001047,1047,C001865__TARJETA_CREDITO,C001865,Tarjeta de Crédito,2025-12-26,Education,290.40,POS,False
CON-002880,REG-002880,2880,C001471__TARJETA_CREDITO,C001471,Tarjeta de Crédito,2025-12-26,Technology,29.42,App,False
CON-004308,REG-004308,4308,C001676__TARJETA_CREDITO,C001676,Tarjeta de Crédito,2025-12-26,Technology,28.31,POS,False
CON-004325,REG-004325,4325,C001472__TARJETA_CREDITO,C001472,Tarjeta de Crédito,2025-12-26,Streaming,42.84,Web,False
CON-005583,REG-005583,5583,C001055__TARJETA_CREDITO,C001055,Tarjeta de Crédito,2025-12-26,Streaming,575.53,Branch,True
CON-005787,REG-005787,5787,C001277__TARJETA_CREDITO,C001277,Tarjeta de Crédito,2025-12-26,Food,112.81,Web,False
CON-005931,REG-005931,5931,C001582__TARJETA_CREDITO,C001582,Tarjeta de Crédito,2025-12-26,Streaming,19.79,Web,False
CON-007127,REG-007127,7127,C001685__TARJETA_CREDITO,C001685,Tarjeta de Crédito,2025-12-26,Technology,37.23,POS,False
CON-008918,REG-008918,8918,C001257__TARJETA_CREDITO,C001257,Tarjeta de Crédito,2025-12-26,Others,23.38,POS,False
CON-010581,REG-010581,10581,C001480__TARJETA_CREDITO,C001480,Tarjeta de Crédito,2025-12-26,Others,240.28,POS,False
CON-010765,REG-010765,10765,C002065__TARJETA_CREDITO,C002065,Tarjeta de Crédito,2025-12-26,Food,36.44,POS,False
CON-011807,REG-011807,11807,C001771__TARJETA_CREDITO,C001771,Tarjeta de Crédito,2025-12-26,Technology,113.84,POS,False
CON-014288,REG-014288,14288,C000719__TARJETA_CREDITO,C000719,Tarjeta de Crédito,2025-12-26,Others,303.18,App,False
CON-016059,REG-016059,16059,C000697__TARJETA_CREDITO,C000697,Tarjeta de Crédito,2025-12-26,Travel,184.95,POS,False
CON-017071,REG-017071,17071,C000942__TARJETA_CREDITO,C000942,Tarjeta de Crédito,2025-12-26,Supermarket,27.85,POS,False
CON-019399,REG-019399,19399,C001526__TARJETA_CREDITO,C001526,Tarjeta de Crédito,2025-12-26,Travel,39.47,Web,False
CON-019836,REG-019836,19836,C000726__TARJETA_CREDITO,C000726,Tarjeta de Crédito,2025-12-26,Entertainment,22.16,Branch,False
CON-022443,REG-022443,22443,C001119__TARJETA_CREDITO,C001119,Tarjeta de Crédito,2025-12-26,Entertainment,18.30,Web,False
CON-002980,REG-002980,2980,C000145__TARJETA_CREDITO,C000145,Tarjeta de Crédito,2025-12-27,Supermarket,86.43,POS,False
CON-004112,REG-004112,4112,C001988__TARJETA_CREDITO,C001988,Tarjeta de Crédito,2025-12-27,Food,61.62,POS,False
CON-005171,REG-005171,5171,C000036__TARJETA_CREDITO,C000036,Tarjeta de Crédito,2025-12-27,Food,154.36,Branch,False
CON-005489,REG-005489,5489,C001155__TARJETA_CREDITO,C001155,Tarjeta de Crédito,2025-12-27,Technology,34.48,POS,False
CON-005887,REG-005887,5887,C002195__TARJETA_CREDITO,C002195,Tarjeta de Crédito,2025-12-27,Streaming,32.06,Web,False
CON-006154,REG-006154,6154,C000083__TARJETA_CREDITO,C000083,Tarjeta de Crédito,2025-12-27,Supermarket,68.77,App,False
CON-008544,REG-008544,8544,C000580__TARJETA_CREDITO,C000580,Tarjeta de Crédito,2025-12-27,Technology,49.37,Branch,False
CON-008986,REG-008986,8986,C001085__TARJETA_CREDITO,C001085,Tarjeta de Crédito,2025-12-27,Travel,18.31,POS,False
CON-009054,REG-009054,9054,C000982__TARJETA_CREDITO,C000982,Tarjeta de Crédito,2025-12-27,Food,592.99,POS,True
CON-010243,REG-010243,10243,C002068__TARJETA_CREDITO,C002068,Tarjeta de Crédito,2025-12-27,Entertainment,97.15,Web,False
CON-010470,REG-010470,10470,C002179__TARJETA_CREDITO,C002179,Tarjeta de Crédito,2025-12-27,Entertainment,151.38,POS,False
CON-010658,REG-010658,10658,C001403__TARJETA_CREDITO,C001403,Tarjeta de Crédito,2025-12-27,Technology,118.26,Web,False
CON-012606,REG-012606,12606,C000009__TARJETA_CREDITO,C000009,Tarjeta de Crédito,2025-12-27,Food,4.34,POS,False
CON-012702,REG-012702,12702,C001870__TARJETA_CREDITO,C001870,Tarjeta de Crédito,2025-12-27,Others,216.61,Web,False
CON-013994,REG-013994,13994,C001131__TARJETA_CREDITO,C001131,Tarjeta de Crédito,2025-12-27,Health,110.85,POS,False
CON-015328,REG-015328,15328,C001410__TARJETA_CREDITO,C001410,Tarjeta de Crédito,2025-12-27,Education,59.39,Web,False
CON-019252,REG-019252,19252,C001842__TARJETA_CREDITO,C001842,Tarjeta de Crédito,2025-12-27,Travel,68.00,POS,False
CON-020598,REG-020598,20598,C001995__TARJETA_CREDITO,C001995,Tarjeta de Crédito,2025-12-27,Health,24.94,Web,False
CON-000230,REG-000230,230,C000434__TARJETA_CREDITO,C000434,Tarjeta de Crédito,2025-12-28,Travel,139.47,App,False
CON-000460,REG-000460,460,C001625__TARJETA_CREDITO,C001625,Tarjeta de Crédito,2025-12-28,Supermarket,52.01,Web,False
CON-004379,REG-004379,4379,C000703__TARJETA_CREDITO,C000703,Tarjeta de Crédito,2025-12-28,Supermarket,90.12,App,False
CON-006892,REG-006892,6892,C001155__TARJETA_CREDITO,C001155,Tarjeta de Crédito,2025-12-28,Streaming,35.79,POS,False
CON-008324,REG-008324,8324,C001710__TARJETA_CREDITO,C001710,Tarjeta de Crédito,2025-12-28,Technology,58.08,App,False
CON-008338,REG-008338,8338,C001219__TARJETA_CREDITO,C001219,Tarjeta de Crédito,2025-12-28,Health,597.31,POS,True
CON-008558,REG-008558,8558,C000912__TARJETA_CREDITO,C000912,Tarjeta de Crédito,2025-12-28,Travel,51.75,POS,False
CON-010787,REG-010787,10787,C000387__TARJETA_CREDITO,C000387,Tarjeta de Crédito,2025-12-28,Food,58.15,POS,False
CON-011573,REG-011573,11573,C001093__TARJETA_CREDITO,C001093,Tarjeta de Crédito,2025-12-28,Fuel,565.08,Branch,True
CON-013685,REG-013685,13685,C000025__TARJETA_CREDITO,C000025,Tarjeta de Crédito,2025-12-28,Travel,12.44,App,False
CON-014372,REG-014372,14372,C000560__TARJETA_CREDITO,C000560,Tarjeta de Crédito,2025-12-28,Streaming,63.80,App,False
CON-014463,REG-014463,14463,C000565__TARJETA_CREDITO,C000565,Tarjeta de Crédito,2025-12-28,Supermarket,76.58,Web,False
CON-016342,REG-016342,16342,C000261__TARJETA_CREDITO,C000261,Tarjeta de Crédito,2025-12-28,Education,99.43,Web,False
CON-017450,REG-017450,17450,C001174__TARJETA_CREDITO,C001174,Tarjeta de Crédito,2025-12-28,Travel,67.83,Branch,False
CON-018649,REG-018649,18649,C001930__TARJETA_CREDITO,C001930,Tarjeta de Crédito,2025-12-28,Streaming,26.24,POS,False
CON-019348,REG-019348,19348,C000397__TARJETA_CREDITO,C000397,Tarjeta de Crédito,2025-12-28,Supermarket,419.01,Web,True
CON-019679,REG-019679,19679,C000432__TARJETA_CREDITO,C000432,Tarjeta de Crédito,2025-12-28,Food,34.15,POS,False
CON-020059,REG-020059,20059,C000783__TARJETA_CREDITO,C000783,Tarjeta de Crédito,2025-12-28,Streaming,116.52,POS,False
CON-020511,REG-020511,20511,C000152__TARJETA_CREDITO,C000152,Tarjeta de Crédito,2025-12-28,Supermarket,24.89,POS,False
CON-000791,REG-000791,791,C000201__TARJETA_CREDITO,C000201,Tarjeta de Crédito,2025-12-29,Technology,495.38,POS,True
CON-003367,REG-003367,3367,C001465__TARJETA_CREDITO,C001465,Tarjeta de Crédito,2025-12-29,Education,687.27,POS,True
CON-004035,REG-004035,4035,C001812__TARJETA_CREDITO,C001812,Tarjeta de Crédito,2025-12-29,Entertainment,28.40,Web,False
CON-006566,REG-006566,6566,C000967__TARJETA_CREDITO,C000967,Tarjeta de Crédito,2025-12-29,Others,90.88,POS,False
CON-007652,REG-007652,7652,C000086__TARJETA_CREDITO,C000086,Tarjeta de Crédito,2025-12-29,Fuel,66.21,POS,False
CON-007955,REG-007955,7955,C000020__TARJETA_CREDITO,C000020,Tarjeta de Crédito,2025-12-29,Streaming,96.87,POS,False
CON-009438,REG-009438,9438,C001701__TARJETA_CREDITO,C001701,Tarjeta de Crédito,2025-12-29,Supermarket,181.54,App,False
CON-010607,REG-010607,10607,C001858__TARJETA_CREDITO,C001858,Tarjeta de Crédito,2025-12-29,Streaming,71.35,Branch,False
CON-010797,REG-010797,10797,C000930__TARJETA_CREDITO,C000930,Tarjeta de Crédito,2025-12-29,Fuel,111.38,POS,False
CON-011555,REG-011555,11555,C000949__TARJETA_CREDITO,C000949,Tarjeta de Crédito,2025-12-29,Travel,51.07,POS,False
CON-012529,REG-012529,12529,C000168__TARJETA_CREDITO,C000168,Tarjeta de Crédito,2025-12-29,Food,124.12,App,False
CON-014782,REG-014782,14782,C001124__TARJETA_CREDITO,C001124,Tarjeta de Crédito,2025-12-29,Streaming,674.30,App,True
CON-015086,REG-015086,15086,C000122__TARJETA_CREDITO,C000122,Tarjeta de Crédito,2025-12-29,Streaming,59.10,App,False
CON-016012,REG-016012,16012,C001747__TARJETA_CREDITO,C001747,Tarjeta de Crédito,2025-12-29,Streaming,100.01,App,False
CON-016407,REG-016407,16407,C000603__TARJETA_CREDITO,C000603,Tarjeta de Crédito,2025-12-29,Food,14.75,POS,False
CON-017278,REG-017278,17278,C002041__TARJETA_CREDITO,C002041,Tarjeta de Crédito,2025-12-29,Education,314.24,Web,False
CON-018358,REG-018358,18358,C002027__TARJETA_CREDITO,C002027,Tarjeta de Crédito,2025-12-29,Others,27.13,Web,False
CON-020004,REG-020004,20004,C001760__TARJETA_CREDITO,C001760,Tarjeta de Crédito,2025-12-29,Technology,208.81,Web,False
CON-021528,REG-021528,21528,C000204__TARJETA_CREDITO,C000204,Tarjeta de Crédito,2025-12-29,Supermarket,131.62,POS,False
CON-021972,REG-021972,21972,C001023__TARJETA_CREDITO,C001023,Tarjeta de Crédito,2025-12-29,Supermarket,160.11,Branch,False
CON-022280,REG-022280,22280,C000180__TARJETA_CREDITO,C000180,Tarjeta de Crédito,2025-12-29,Technology,49.50,App,False
CON-000124,REG-000124,124,C000187__TARJETA_CREDITO,C000187,Tarjeta de Crédito,2025-12-30,Technology,66.31,POS,False
CON-000232,REG-000232,232,C001112__TARJETA_CREDITO,C001112,Tarjeta de Crédito,2025-12-30,Health,234.18,App,False
CON-000368,REG-000368,368,C001383__TARJETA_CREDITO,C001383,Tarjeta de Crédito,2025-12-30,Food,488.40,POS,True
CON-003830,REG-003830,3830,C001760__TARJETA_CREDITO,C001760,Tarjeta de Crédito,2025-12-30,Technology,206.00,App,False
CON-006932,REG-006932,6932,C000965__TARJETA_CREDITO,C000965,Tarjeta de Crédito,2025-12-30,Education,111.73,POS,False
CON-008910,REG-008910,8910,C000718__TARJETA_CREDITO,C000718,Tarjeta de Crédito,2025-12-30,Food,34.66,POS,False
CON-011426,REG-011426,11426,C001740__TARJETA_CREDITO,C001740,Tarjeta de Crédito,2025-12-30,Streaming,345.46,POS,True
CON-011514,REG-011514,11514,C001472__TARJETA_CREDITO,C001472,Tarjeta de Crédito,2025-12-30,Streaming,59.20,Web,False
CON-012408,REG-012408,12408,C001327__TARJETA_CREDITO,C001327,Tarjeta de Crédito,2025-12-30,Supermarket,26.00,POS,False
CON-012436,REG-012436,12436,C000134__TARJETA_CREDITO,C000134,Tarjeta de Crédito,2025-12-30,Supermarket,19.96,POS,False
CON-012538,REG-012538,12538,C000927__TARJETA_CREDITO,C000927,Tarjeta de Crédito,2025-12-30,Travel,103.46,POS,False
CON-015856,REG-015856,15856,C002068__TARJETA_CREDITO,C002068,Tarjeta de Crédito,2025-12-30,Supermarket,81.53,App,False
CON-016480,REG-016480,16480,C001310__TARJETA_CREDITO,C001310,Tarjeta de Crédito,2025-12-30,Health,39.22,POS,False
CON-016878,REG-016878,16878,C000660__TARJETA_CREDITO,C000660,Tarjeta de Crédito,2025-12-30,Technology,87.22,POS,False
CON-017350,REG-017350,17350,C000691__TARJETA_CREDITO,C000691,Tarjeta de Crédito,2025-12-30,Supermarket,42.90,App,False
CON-020072,REG-020072,20072,C000251__TARJETA_CREDITO,C000251,Tarjeta de Crédito,2025-12-30,Food,83.76,ATM,False
CON-020430,REG-020430,20430,C000715__TARJETA_CREDITO,C000715,Tarjeta de Crédito,2025-12-30,Health,66.68,App,False
CON-020952,REG-020952,20952,C001039__TARJETA_CREDITO,C001039,Tarjeta de Crédito,2025-12-30,Others,42.16,App,False
CON-001435,REG-001435,1435,C001168__TARJETA_CREDITO,C001168,Tarjeta de Crédito,2025-12-31,Streaming,34.73,POS,False
CON-002946,REG-002946,2946,C001781__TARJETA_CREDITO,C001781,Tarjeta de Crédito,2025-12-31,Technology,51.48,POS,False
CON-003560,REG-003560,3560,C000519__TARJETA_CREDITO,C000519,Tarjeta de Crédito,2025-12-31,Travel,18.87,Web,False
CON-004067,REG-004067,4067,C000330__TARJETA_CREDITO,C000330,Tarjeta de Crédito,2025-12-31,Travel,4.36,App,False
CON-004332,REG-004332,4332,C000570__TARJETA_CREDITO,C000570,Tarjeta de Crédito,2025-12-31,Technology,99.00,Branch,False
CON-007676,REG-007676,7676,C000141__TARJETA_CREDITO,C000141,Tarjeta de Crédito,2025-12-31,Fuel,319.24,POS,False
CON-007761,REG-007761,7761,C001414__TARJETA_CREDITO,C001414,Tarjeta de Crédito,2025-12-31,Education,268.71,POS,False
CON-012111,REG-012111,12111,C000725__TARJETA_CREDITO,C000725,Tarjeta de Crédito,2025-12-31,Education,49.88,Web,False
CON-012695,REG-012695,12695,C000289__TARJETA_CREDITO,C000289,Tarjeta de Crédito,2025-12-31,Streaming,31.09,Web,False
CON-014328,REG-014328,14328,C000274__TARJETA_CREDITO,C000274,Tarjeta de Crédito,2025-12-31,Technology,59.86,Web,False
CON-014738,REG-014738,14738,C000933__TARJETA_CREDITO,C000933,Tarjeta de Crédito,2025-12-31,Others,30.47,App,False
CON-015410,REG-015410,15410,C000559__TARJETA_CREDITO,C000559,Tarjeta de Crédito,2025-12-31,Fuel,15.91,POS,False
CON-017261,REG-017261,17261,C000051__TARJETA_CREDITO,C000051,Tarjeta de Crédito,2025-12-31,Supermarket,12.86,POS,False
CON-017554,REG-017554,17554,C001082__TARJETA_CREDITO,C001082,Tarjeta de Crédito,2025-12-31,Others,75.22,Web,False
CON-018215,REG-018215,18215,C001453__TARJETA_CREDITO,C001453,Tarjeta de Crédito,2025-12-31,Health,21.80,App,False
CON-018242,REG-018242,18242,C001694__TARJETA_CREDITO,C001694,Tarjeta de Crédito,2025-12-31,Streaming,79.85,Web,False
CON-019209,REG-019209,19209,C002020__TARJETA_CREDITO,C002020,Tarjeta de Crédito,2025-12-31,Supermarket,45.58,POS,False
CON-019899,REG-019899,19899,C000856__TARJETA_CREDITO,C000856,Tarjeta de Crédito,2025-12-31,Fuel,705.18,POS,True
CON-020003,REG-020003,20003,C000073__TARJETA_CREDITO,C000073,Tarjeta de Crédito,2025-12-31,Food,752.05,POS,True
CON-021395,REG-021395,21395,C000616__TARJETA_CREDITO,C000616,Tarjeta de Crédito,2025-12-31,Travel,32.35,Branch,False
CON-021845,REG-021845,21845,C000493__TARJETA_CREDITO,C000493,Tarjeta de Crédito,2025-12-31,Food,57.29,POS,False
CON-021907,REG-021907,21907,C000755__TARJETA_CREDITO,C000755,Tarjeta de Crédito,2025-12-31,Food,72.14,POS,False
CON-000315,REG-000315,315,C000415__TARJETA_CREDITO,C000415,Tarjeta de Crédito,2026-01-01,Others,61.74,POS,False
CON-006194,REG-006194,6194,C000067__TARJETA_CREDITO,C000067,Tarjeta de Crédito,2026-01-01,Travel,53.54,POS,False
CON-006622,REG-006622,6622,C000455__TARJETA_CREDITO,C000455,Tarjeta de Crédito,2026-01-01,Others,68.66,App,False
CON-006868,REG-006868,6868,C001018__TARJETA_CREDITO,C001018,Tarjeta de Crédito,2026-01-01,Education,124.59,Web,False
CON-008188,REG-008188,8188,C002136__TARJETA_CREDITO,C002136,Tarjeta de Crédito,2026-01-01,Food,101.29,POS,False
CON-008687,REG-008687,8687,C001176__TARJETA_CREDITO,C001176,Tarjeta de Crédito,2026-01-01,Streaming,42.47,POS,False
CON-008824,REG-008824,8824,C001933__TARJETA_CREDITO,C001933,Tarjeta de Crédito,2026-01-01,Supermarket,153.28,Branch,False
CON-009780,REG-009780,9780,C001157__TARJETA_CREDITO,C001157,Tarjeta de Crédito,2026-01-01,Streaming,185.30,Web,False
CON-009891,REG-009891,9891,C000359__TARJETA_CREDITO,C000359,Tarjeta de Crédito,2026-01-01,Health,24.80,Web,False
CON-011697,REG-011697,11697,C002114__TARJETA_CREDITO,C002114,Tarjeta de Crédito,2026-01-01,Food,38.04,POS,False
CON-011875,REG-011875,11875,C000332__TARJETA_CREDITO,C000332,Tarjeta de Crédito,2026-01-01,Travel,168.95,POS,False
CON-012564,REG-012564,12564,C001153__TARJETA_CREDITO,C001153,Tarjeta de Crédito,2026-01-01,Travel,226.82,Web,False
CON-013211,REG-013211,13211,C001725__TARJETA_CREDITO,C001725,Tarjeta de Crédito,2026-01-01,Health,41.73,POS,False
CON-013213,REG-013213,13213,C001970__TARJETA_CREDITO,C001970,Tarjeta de Crédito,2026-01-01,Fuel,19.07,POS,False
CON-013522,REG-013522,13522,C000445__TARJETA_CREDITO,C000445,Tarjeta de Crédito,2026-01-01,Supermarket,81.38,Web,False
CON-013755,REG-013755,13755,C000173__TARJETA_CREDITO,C000173,Tarjeta de Crédito,2026-01-01,Education,134.56,Web,False
CON-018052,REG-018052,18052,C001774__TARJETA_CREDITO,C001774,Tarjeta de Crédito,2026-01-01,Food,49.06,POS,False
CON-019568,REG-019568,19568,C001840__TARJETA_CREDITO,C001840,Tarjeta de Crédito,2026-01-01,Travel,21.83,Web,False
CON-020476,REG-020476,20476,C000025__TARJETA_CREDITO,C000025,Tarjeta de Crédito,2026-01-01,Technology,7.88,POS,False
CON-001802,REG-001802,1802,C000925__TARJETA_CREDITO,C000925,Tarjeta de Crédito,2026-01-02,Supermarket,29.45,Web,False
CON-003059,REG-003059,3059,C001169__TARJETA_CREDITO,C001169,Tarjeta de Crédito,2026-01-02,Supermarket,190.69,POS,False
CON-003829,REG-003829,3829,C000991__TARJETA_CREDITO,C000991,Tarjeta de Crédito,2026-01-02,Entertainment,559.36,App,True
CON-003842,REG-003842,3842,C001667__TARJETA_CREDITO,C001667,Tarjeta de Crédito,2026-01-02,Travel,25.49,POS,False
CON-004453,REG-004453,4453,C000130__TARJETA_CREDITO,C000130,Tarjeta de Crédito,2026-01-02,Travel,38.87,Web,False
CON-005719,REG-005719,5719,C001054__TARJETA_CREDITO,C001054,Tarjeta de Crédito,2026-01-02,Streaming,11.47,POS,False
CON-007608,REG-007608,7608,C001064__TARJETA_CREDITO,C001064,Tarjeta de Crédito,2026-01-02,Others,45.88,Web,False
CON-008185,REG-008185,8185,C001945__TARJETA_CREDITO,C001945,Tarjeta de Crédito,2026-01-02,Supermarket,58.71,POS,False
CON-009139,REG-009139,9139,C000313__TARJETA_CREDITO,C000313,Tarjeta de Crédito,2026-01-02,Streaming,21.89,POS,False
CON-010067,REG-010067,10067,C001575__TARJETA_CREDITO,C001575,Tarjeta de Crédito,2026-01-02,Health,180.74,POS,False
CON-010200,REG-010200,10200,C001480__TARJETA_CREDITO,C001480,Tarjeta de Crédito,2026-01-02,Food,167.98,POS,False
CON-012183,REG-012183,12183,C001642__TARJETA_CREDITO,C001642,Tarjeta de Crédito,2026-01-02,Supermarket,222.94,Web,False
CON-012235,REG-012235,12235,C002092__TARJETA_CREDITO,C002092,Tarjeta de Crédito,2026-01-02,Technology,78.60,App,False
CON-012275,REG-012275,12275,C001855__TARJETA_CREDITO,C001855,Tarjeta de Crédito,2026-01-02,Fuel,35.29,POS,False
CON-012727,REG-012727,12727,C000170__TARJETA_CREDITO,C000170,Tarjeta de Crédito,2026-01-02,Food,188.96,Branch,False
CON-013747,REG-013747,13747,C000300__TARJETA_CREDITO,C000300,Tarjeta de Crédito,2026-01-02,Streaming,52.56,App,False
CON-014304,REG-014304,14304,C001074__TARJETA_CREDITO,C001074,Tarjeta de Crédito,2026-01-02,Travel,128.52,Branch,False
CON-014838,REG-014838,14838,C001499__TARJETA_CREDITO,C001499,Tarjeta de Crédito,2026-01-02,Food,135.09,Web,False
CON-015125,REG-015125,15125,C002193__TARJETA_CREDITO,C002193,Tarjeta de Crédito,2026-01-02,Health,46.57,App,False
CON-017746,REG-017746,17746,C001532__TARJETA_CREDITO,C001532,Tarjeta de Crédito,2026-01-02,Streaming,12.11,POS,False
CON-018298,REG-018298,18298,C001247__TARJETA_CREDITO,C001247,Tarjeta de Crédito,2026-01-02,Supermarket,480.17,POS,True
CON-018449,REG-018449,18449,C000199__TARJETA_CREDITO,C000199,Tarjeta de Crédito,2026-01-02,Education,37.15,Branch,False
CON-018733,REG-018733,18733,C001320__TARJETA_CREDITO,C001320,Tarjeta de Crédito,2026-01-02,Entertainment,509.87,POS,True
