cliente_producto_id,cliente_id,producto,tipo_producto,saldo_producto,saldo_desconocido,saldo_negativo,saldo_outlier_iqr,cupo_credito,fecha_vencimiento,estado_producto,fecha_primer_registro,fecha_ultimo_registro,cantidad_registros
C000939__TARJETA_CREDITO,C000939,Tarjeta de Crédito,Deuda,2056.06,False,False,False,4600.00,2027-08-13,Activo,2025-01-17,2026-08-16,5
C000940__CREDITO_CONSUMO,C000940,Crédito de Consumo,Deuda,6946.42,False,False,False,,2030-02-21,Activo,2025-08-26,2025-08-26,1
C000940__CTA_AHORROS,C000940,Cuenta de Ahorros,Depósito,1208.18,False,False,False,,,Activo,2026-04-15,2026-08-25,4
C000940__TARJETA_CREDITO,C000940,Tarjeta de Crédito,Deuda,372.62,False,False,False,1500.00,2026-11-25,Activo,2025-03-23,2026-08-25,13
C000941__CTA_CORRIENTE,C000941,Cuenta Corriente,Depósito,3268.61,False,False,False,,,Activo,2025-01-20,2025-04-28,3
C000941__CTA_AHORROS,C000941,Cuenta de Ahorros,Depósito,-100.00,False,True,False,,,Activo,2025-10-12,2026-08-13,3
C000941__TARJETA_CREDITO,C000941,Tarjeta de Crédito,Deuda,2600.65,False,False,False,4100.00,2029-02-03,Activo,2025-01-15,2026-06-26,5
C000942__CTA_CORRIENTE,C000942,Cuenta Corriente,Depósito,2076.71,False,False,False,,,Activo,2025-01-18,2025-02-06,2
C000942__CTA_AHORROS,C000942,Cuenta de Ahorros,Depósito,416.42,False,False,False,,,Activo,2025-04-11,2026-08-19,4
C000942__TARJETA_CREDITO,C000942,Tarjeta de Crédito,Deuda,228.79,False,False,False,800.00,2030-01-21,Activo,2025-06-11,2026-08-29,9
C000943__CTA_CORRIENTE,C000943,Cuenta Corriente,Depósito,1678.99,False,False,False,,,Activo,2025-03-20,2025-03-20,1
C000943__TARJETA_CREDITO,C000943,Tarjeta de Crédito,Deuda,350.56,False,False,False,2300.00,2029-12-20,Activo,2025-03-07,2026-02-28,5
C000944__CTA_AHORROS,C000944,Cuenta de Ahorros,Depósito,5880.98,False,False,False,,,Activo,2025-09-11,2026-07-02,2
C000944__TARJETA_CREDITO,C000944,Tarjeta de Crédito,Deuda,4380.37,False,False,True,10100.00,2027-03-10,Activo,2025-01-19,2026-08-31,13
C000945__CTA_CORRIENTE,C000945,Cuenta Corriente,Depósito,6986.82,False,False,False,,,Activo,2025-05-10,2026-07-03,2
C000946__CREDITO_VEHICULAR,C000946,Crédito Vehicular,Deuda,24310.73,False,False,False,,2030-10-28,Activo,2025-11-25,2025-11-25,1
C000946__TARJETA_CREDITO,C000946,Tarjeta de Crédito,Deuda,742.32,False,False,False,1200.00,2028-10-14,Activo,2025-03-10,2026-06-11,13
C000947__CREDITO_CONSUMO,C000947,Crédito de Consumo,Deuda,13372.52,False,False,False,,2029-09-12,Activo,2025-05-02,2025-11-02,3
C000947__CTA_CORRIENTE,C000947,Cuenta Corriente,Depósito,9297.81,False,False,False,,,Activo,2025-05-11,2026-07-26,4
C000947__CTA_AHORROS,C000947,Cuenta de Ahorros,Depósito,1077.49,False,False,False,,,Activo,2026-08-05,2026-08-05,1
C000947__TARJETA_CREDITO,C000947,Tarjeta de Crédito,Deuda,1634.59,False,False,False,3600.00,2028-07-26,Activo,2025-01-07,2026-08-11,11
C000948__CTA_AHORROS,C000948,Cuenta de Ahorros,Depósito,1758.94,False,False,False,,,Activo,2025-07-14,2026-08-12,3
C000948__TARJETA_CREDITO,C000948,Tarjeta de Crédito,Deuda,167.08,False,False,False,900.00,2030-04-13,Activo,2025-04-01,2026-07-27,8
C000949__CREDITO_CONSUMO,C000949,Crédito de Consumo,Deuda,28506.36,False,False,True,,2030-12-22,Activo,2025-11-05,2025-11-05,1
C000949__TARJETA_CREDITO,C000949,Tarjeta de Crédito,Deuda,2065.79,False,False,False,7000.00,2028-04-15,Activo,2025-04-24,2026-08-30,7
C000950__CTA_AHORROS,C000950,Cuenta de Ahorros,Depósito,8350.15,False,False,False,,,Activo,2025-04-10,2025-04-10,1
C000950__TARJETA_CREDITO,C000950,Tarjeta de Crédito,Deuda,3695.55,False,False,True,5100.00,2030-04-27,Activo,2025-01-29,2026-08-20,10
C000951__CREDITO_CONSUMO,C000951,Crédito de Consumo,Deuda,5012.63,False,False,False,,2028-08-27,Activo,2025-06-09,2026-07-14,3
C000951__CTA_AHORROS,C000951,Cuenta de Ahorros,Depósito,4709.58,False,False,False,,,Activo,2025-10-12,2025-11-10,2
C000951__TARJETA_CREDITO,C000951,Tarjeta de Crédito,Deuda,2513.47,False,False,False,4700.00,2029-02-26,Activo,2025-02-17,2026-08-04,5
C000952__CTA_CORRIENTE,C000952,Cuenta Corriente,Depósito,1045.86,False,False,False,,,Activo,2026-01-17,2026-01-17,1
C000952__CTA_AHORROS,C000952,Cuenta de Ahorros,Depósito,2997.84,False,False,False,,,Activo,2025-12-26,2025-12-26,1
C000952__TARJETA_CREDITO,C000952,Tarjeta de Crédito,Deuda,1033.80,False,False,False,2600.00,2029-09-27,Activo,2025-02-25,2026-07-20,12
C000953__CTA_AHORROS,C000953,Cuenta de Ahorros,Depósito,1758.17,False,False,False,,,Activo,2025-05-09,2025-06-27,2
C000953__TARJETA_CREDITO,C000953,Tarjeta de Crédito,Deuda,514.32,False,False,False,1900.00,2027-10-31,Activo,2025-01-14,2026-08-01,5
C000954__CREDITO_VEHICULAR,C000954,Crédito Vehicular,Deuda,18443.52,False,False,False,,2032-05-08,Activo,2026-06-20,2026-06-20,1
C000955__CREDITO_HIPOTECARIO,C000955,Crédito Hipotecario,Deuda,46550.30,False,False,False,,2030-11-14,Activo,2026-06-13,2026-06-13,1
C000955__CREDITO_CONSUMO,C000955,Crédito de Consumo,Deuda,25389.46,False,False,False,,2028-01-28,Activo,2025-01-24,2026-07-25,3
C000955__TARJETA_CREDITO,C000955,Tarjeta de Crédito,Deuda,3208.29,False,False,False,9000.00,2028-08-06,Activo,2025-03-27,2026-07-25,8
C000956__CTA_AHORROS,C000956,Cuenta de Ahorros,Depósito,-100.00,False,True,False,,,Activo,2025-03-05,2025-06-22,3
C000956__TARJETA_CREDITO,C000956,Tarjeta de Crédito,Deuda,1357.56,False,False,False,2300.00,2029-03-15,Activo,2025-01-17,2026-08-19,12
C000957__TARJETA_CREDITO,C000957,Tarjeta de Crédito,Deuda,279.62,False,False,False,1700.00,2026-09-19,Activo,2025-04-07,2026-06-28,6
C000958__CTA_CORRIENTE,C000958,Cuenta Corriente,Depósito,554.23,False,False,False,,,Activo,2025-01-05,2026-03-23,3
C000958__CTA_AHORROS,C000958,Cuenta de Ahorros,Depósito,382.65,False,False,False,,,Activo,2025-11-11,2026-07-17,3
C000958__TARJETA_CREDITO,C000958,Tarjeta de Crédito,Deuda,88.87,False,False,False,2600.00,2028-12-06,Activo,2025-01-24,2026-01-13,12
C000959__CREDITO_CONSUMO,C000959,Crédito de Consumo,Deuda,2966.56,False,False,False,,2027-04-13,Activo,2025-01-18,2025-10-01,2
C000959__CTA_CORRIENTE,C000959,Cuenta Corriente,Depósito,-100.00,False,True,False,,,Activo,2026-06-22,2026-06-22,1
C000960__CREDITO_HIPOTECARIO,C000960,Crédito Hipotecario,Deuda,58603.27,False,False,False,,2027-07-31,Activo,2025-04-12,2025-05-29,2
C000960__CREDITO_CONSUMO,C000960,Crédito de Consumo,Deuda,1577.03,False,False,False,,2031-12-12,Activo,2025-08-25,2026-07-26,3
C000960__TARJETA_CREDITO,C000960,Tarjeta de Crédito,Deuda,343.01,False,False,False,1000.00,2027-01-11,Activo,2025-02-20,2026-08-09,7
C000961__TARJETA_CREDITO,C000961,Tarjeta de Crédito,Deuda,315.12,False,False,False,2100.00,2029-05-20,Activo,2025-02-06,2026-04-14,13
C000962__CTA_CORRIENTE,C000962,Cuenta Corriente,Depósito,3146.45,False,False,False,,,Activo,2025-06-27,2026-08-12,3
C000962__CTA_AHORROS,C000962,Cuenta de Ahorros,Depósito,3665.15,False,False,False,,,Activo,2026-01-04,2026-01-04,1
C000963__CREDITO_VEHICULAR,C000963,Crédito Vehicular,Deuda,,True,False,False,,2032-01-09,Activo,2025-07-29,2025-07-29,1
C000963__TARJETA_CREDITO,C000963,Tarjeta de Crédito,Deuda,431.84,False,False,False,1300.00,2027-11-01,Activo,2025-04-29,2026-07-13,12
C000964__CTA_CORRIENTE,C000964,Cuenta Corriente,Depósito,563.84,False,False,False,,,Activo,2025-09-12,2026-06-26,3
C000964__TARJETA_CREDITO,C000964,Tarjeta de Crédito,Deuda,897.35,False,False,False,1200.00,2028-04-01,Activo,2025-12-13,2026-06-07,5
C000965__CREDITO_VEHICULAR,C000965,Crédito Vehicular,Deuda,7661.68,False,False,False,,2030-03-14,Activo,2025-01-24,2025-03-23,2
C000965__TARJETA_CREDITO,C000965,Tarjeta de Crédito,Deuda,745.58,False,False,False,1700.00,2027-10-11,Activo,2025-01-16,2026-07-10,13
C000966__CREDITO_HIPOTECARIO,C000966,Crédito Hipotecario,Deuda,97377.52,False,False,False,,2032-02-07,Activo,2025-11-12,2026-01-19,2
C000966__TARJETA_CREDITO,C000966,Tarjeta de Crédito,Deuda,3921.53,False,False,True,8000.00,2029-11-18,Activo,2025-03-24,2026-07-10,9
C000967__CTA_CORRIENTE,C000967,Cuenta Corriente,Depósito,13820.97,False,False,True,,,Activo,2025-09-04,2026-01-12,2
C000967__CTA_AHORROS,C000967,Cuenta de Ahorros,Depósito,15739.10,False,False,True,,,Activo,2025-05-07,2026-01-21,4
C000967__TARJETA_CREDITO,C000967,Tarjeta de Crédito,Deuda,5336.42,False,False,True,16500.00,2030-03-28,Activo,2025-07-31,2026-08-15,14
C000968__CREDITO_CONSUMO,C000968,Crédito de Consumo,Deuda,6608.57,False,False,False,,2032-01-19,Activo,2025-07-30,2026-07-25,2
C000969__CTA_CORRIENTE,C000969,Cuenta Corriente,Depósito,13720.55,False,False,False,,,Activo,2025-07-06,2026-06-11,4
C000969__CTA_AHORROS,C000969,Cuenta de Ahorros,Depósito,6582.26,False,False,False,,,Activo,2025-01-21,2025-12-08,4
C000969__TARJETA_CREDITO,C000969,Tarjeta de Crédito,Deuda,2927.83,False,False,False,9300.00,2029-04-19,Activo,2025-01-16,2026-08-26,8
C000970__CREDITO_VEHICULAR,C000970,Crédito Vehicular,Deuda,3206.37,False,False,False,,2029-04-26,Activo,2026-06-11,2026-06-11,1
C000970__TARJETA_CREDITO,C000970,Tarjeta de Crédito,Deuda,466.64,False,False,False,2100.00,2027-02-15,Activo,2025-01-13,2026-08-02,10
C000971__CREDITO_HIPOTECARIO,C000971,Crédito Hipotecario,Deuda,96835.54,False,False,False,,2028-03-29,Activo,2025-08-13,2026-01-14,2
C000971__CTA_AHORROS,C000971,Cuenta de Ahorros,Depósito,1718.71,False,False,False,,,Activo,2025-05-22,2025-05-22,1
C000971__TARJETA_CREDITO,C000971,Tarjeta de Crédito,Deuda,154.41,False,False,False,1800.00,2030-05-09,Activo,2025-02-02,2026-05-30,13
C000972__CREDITO_HIPOTECARIO,C000972,Crédito Hipotecario,Deuda,65002.47,False,False,False,,2027-09-20,Activo,2026-08-05,2026-08-05,1
C000972__TARJETA_CREDITO,C000972,Tarjeta de Crédito,Deuda,251.03,False,False,False,1500.00,2030-07-07,Activo,2025-03-15,2026-04-28,6
C000973__CREDITO_CONSUMO,C000973,Crédito de Consumo,Deuda,3908.29,False,False,False,,2027-09-28,Activo,2025-01-10,2025-01-10,1
C000973__TARJETA_CREDITO,C000973,Tarjeta de Crédito,Deuda,441.67,False,False,False,2500.00,2029-04-04,Activo,2025-01-21,2026-08-31,14
C000974__CREDITO_CONSUMO,C000974,Crédito de Consumo,Deuda,19881.77,False,False,False,,2029-04-27,Activo,2025-02-02,2025-02-02,1
C000974__CTA_AHORROS,C000974,Cuenta de Ahorros,Depósito,2353.95,False,False,False,,,Activo,2025-03-20,2025-05-30,2
C000975__TARJETA_CREDITO,C000975,Tarjeta de Crédito,Deuda,0.00,False,False,False,2400.00,2029-01-12,Activo,2025-05-09,2026-05-28,6
C000976__CTA_CORRIENTE,C000976,Cuenta Corriente,Depósito,6516.52,False,False,False,,,Activo,2025-02-06,2025-02-06,1
C000976__CTA_AHORROS,C000976,Cuenta de Ahorros,Depósito,8296.45,False,False,False,,,Activo,2026-01-16,2026-01-29,2
C000976__TARJETA_CREDITO,C000976,Tarjeta de Crédito,Deuda,2877.68,False,False,False,6200.00,2029-11-08,Activo,2025-01-28,2026-08-22,11
C000977__CREDITO_VEHICULAR,C000977,Crédito Vehicular,Deuda,31487.52,False,False,False,,2027-08-25,Activo,2025-01-04,2026-05-27,3
C000978__CREDITO_CONSUMO,C000978,Crédito de Consumo,Deuda,4144.47,False,False,False,,2031-08-01,Activo,2025-07-17,2026-01-30,2
C000978__CTA_CORRIENTE,C000978,Cuenta Corriente,Depósito,2651.17,False,False,False,,,Activo,2025-02-28,2026-07-27,4
C000978__CTA_AHORROS,C000978,Cuenta de Ahorros,Depósito,2250.35,False,False,False,,,Activo,2026-07-21,2026-07-21,1
C000979__CREDITO_HIPOTECARIO,C000979,Crédito Hipotecario,Deuda,118152.38,False,False,False,,2029-06-10,Activo,2026-07-14,2026-07-14,1
C000980__CREDITO_HIPOTECARIO,C000980,Crédito Hipotecario,Deuda,79650.61,False,False,False,,2031-12-02,Activo,2026-04-25,2026-04-25,1
C000980__TARJETA_CREDITO,C000980,Tarjeta de Crédito,Deuda,79.23,False,False,False,2900.00,2030-07-30,Activo,2025-02-25,2026-07-17,14
C000981__CREDITO_CONSUMO,C000981,Crédito de Consumo,Deuda,4674.08,False,False,False,,2028-06-19,Activo,2026-06-03,2026-08-01,3
C000981__CTA_CORRIENTE,C000981,Cuenta Corriente,Depósito,3737.37,False,False,False,,,Activo,2025-01-09,2026-07-10,3
C000981__CTA_AHORROS,C000981,Cuenta de Ahorros,Depósito,-100.00,False,True,False,,,Activo,2025-07-28,2026-06-16,2
C000981__TARJETA_CREDITO,C000981,Tarjeta de Crédito,Deuda,882.28,False,False,False,2800.00,2029-06-07,Activo,2025-02-22,2026-08-31,14
C000982__CREDITO_CONSUMO,C000982,Crédito de Consumo,Deuda,8602.10,False,False,False,,2028-01-20,Activo,2025-09-20,2025-09-20,1
C000982__TARJETA_CREDITO,C000982,Tarjeta de Crédito,Deuda,3753.84,False,False,True,9400.00,2030-04-19,Activo,2025-01-13,2026-08-27,9
C000983__TARJETA_CREDITO,C000983,Tarjeta de Crédito,Deuda,975.38,False,False,False,1400.00,2027-11-13,Activo,2025-02-17,2026-06-18,7
C000984__CREDITO_HIPOTECARIO,C000984,Crédito Hipotecario,Deuda,35574.20,False,False,False,,2027-11-27,Activo,2025-04-23,2025-04-23,1
C000984__CREDITO_CONSUMO,C000984,Crédito de Consumo,Deuda,2900.45,False,False,False,,2031-09-06,Activo,2025-03-18,2025-09-20,3
C000984__CTA_CORRIENTE,C000984,Cuenta Corriente,Depósito,926.97,False,False,False,,,Activo,2025-10-17,2025-10-17,1
C000984__TARJETA_CREDITO,C000984,Tarjeta de Crédito,Deuda,0.00,False,False,False,900.00,2029-09-22,Activo,2025-03-17,2026-06-26,12
C000985__CREDITO_VEHICULAR,C000985,Crédito Vehicular,Deuda,31215.62,False,False,False,,2026-12-03,Activo,2025-01-04,2025-06-03,2
C000985__TARJETA_CREDITO,C000985,Tarjeta de Crédito,Deuda,196.90,False,False,False,1400.00,2030-08-11,Activo,2025-02-02,2026-08-04,12
C000986__CREDITO_CONSUMO,C000986,Crédito de Consumo,Deuda,29927.89,False,False,True,,2028-06-03,Activo,2025-11-08,2025-11-08,1
C000986__TARJETA_CREDITO,C000986,Tarjeta de Crédito,Deuda,3103.31,False,False,False,8300.00,2029-03-31,Activo,2025-06-10,2026-06-11,5
C000987__TARJETA_CREDITO,C000987,Tarjeta de Crédito,Deuda,207.00,False,False,False,2800.00,2027-08-27,Activo,2025-01-08,2026-08-16,14
C000988__CREDITO_VEHICULAR,C000988,Crédito Vehicular,Deuda,13763.22,False,False,False,,2028-05-04,Activo,2025-01-01,2025-01-01,1
C000988__TARJETA_CREDITO,C000988,Tarjeta de Crédito,Deuda,0.00,False,False,False,2000.00,2027-09-17,Activo,2025-02-23,2026-07-15,14
C000989__CREDITO_CONSUMO,C000989,Crédito de Consumo,Deuda,5633.16,False,False,False,,2028-04-11,Activo,2025-05-25,2025-12-19,3
C000989__CTA_CORRIENTE,C000989,Cuenta Corriente,Depósito,6355.05,False,False,False,,,Activo,2025-06-19,2026-07-08,2
C000989__CTA_AHORROS,C000989,Cuenta de Ahorros,Depósito,-64.03,False,True,False,,,Activo,2025-04-05,2026-06-17,4
C000990__CREDITO_VEHICULAR,C000990,Crédito Vehicular,Deuda,13103.51,False,False,False,,2032-01-23,Activo,2025-12-16,2025-12-16,1
C000990__CTA_CORRIENTE,C000990,Cuenta Corriente,Depósito,778.17,False,False,False,,,Activo,2025-05-07,2026-05-11,4
C000991__CTA_CORRIENTE,C000991,Cuenta Corriente,Depósito,2344.75,False,False,False,,,Activo,2026-03-04,2026-06-02,2
C000991__CTA_AHORROS,C000991,Cuenta de Ahorros,Depósito,4876.71,False,False,False,,,Activo,2025-02-21,2025-06-06,2
C000991__TARJETA_CREDITO,C000991,Tarjeta de Crédito,Deuda,1444.03,False,False,False,3400.00,2028-02-27,Activo,2025-02-05,2026-07-31,9
C000992__CREDITO_CONSUMO,C000992,Crédito de Consumo,Deuda,10370.41,False,False,False,,2028-07-20,Activo,2025-04-15,2025-05-04,2
C000992__CTA_CORRIENTE,C000992,Cuenta Corriente,Depósito,1806.13,False,False,False,,,Activo,2025-04-18,2026-03-21,3
C000992__CTA_AHORROS,C000992,Cuenta de Ahorros,Depósito,4484.31,False,False,False,,,Activo,2025-03-07,2026-06-03,2
C000992__TARJETA_CREDITO,C000992,Tarjeta de Crédito,Deuda,2096.57,False,False,False,4100.00,2028-11-23,Activo,2025-04-04,2026-03-13,7
C000993__TARJETA_CREDITO,C000993,Tarjeta de Crédito,Deuda,325.78,False,False,False,1300.00,2029-01-28,Activo,2025-02-16,2026-05-27,13
C000994__CREDITO_HIPOTECARIO,C000994,Crédito Hipotecario,Deuda,38197.89,False,False,False,,2030-07-10,Activo,2025-02-27,2026-03-05,2
C000994__CTA_CORRIENTE,C000994,Cuenta Corriente,Depósito,2216.86,False,False,False,,,Activo,2026-05-16,2026-05-16,1
C000994__CTA_AHORROS,C000994,Cuenta de Ahorros,Depósito,202.23,False,False,False,,,Activo,2025-07-19,2026-04-02,2
C000994__TARJETA_CREDITO,C000994,Tarjeta de Crédito,Deuda,599.66,False,False,False,1800.00,2029-04-14,Activo,2025-01-18,2026-08-20,10
C000995__CTA_AHORROS,C000995,Cuenta de Ahorros,Depósito,3604.81,False,False,False,,,Activo,2026-07-10,2026-07-10,1
C000996__CREDITO_CONSUMO,C000996,Crédito de Consumo,Deuda,10535.08,False,False,False,,2031-04-20,Activo,2025-01-04,2025-12-02,3
C000996__TARJETA_CREDITO,C000996,Tarjeta de Crédito,Deuda,372.45,False,False,False,2600.00,2030-03-28,Activo,2025-09-17,2026-08-20,4
C000997__CREDITO_VEHICULAR,C000997,Crédito Vehicular,Deuda,15302.03,False,False,False,,2029-09-12,Activo,2025-01-24,2026-07-09,3
C000998__CREDITO_HIPOTECARIO,C000998,Crédito Hipotecario,Deuda,69543.02,False,False,False,,2031-01-27,Activo,2026-07-17,2026-07-17,1
C000998__TARJETA_CREDITO,C000998,Tarjeta de Crédito,Deuda,0.00,False,False,False,9900.00,2028-10-08,Activo,2025-03-03,2026-06-28,14
C000999__CREDITO_HIPOTECARIO,C000999,Crédito Hipotecario,Deuda,65263.19,False,False,False,,2029-02-19,Activo,2025-07-04,2025-07-04,1
C000999__CREDITO_CONSUMO,C000999,Crédito de Consumo,Deuda,3404.39,False,False,False,,2028-01-06,Activo,2026-02-03,2026-03-12,2
C000999__CTA_AHORROS,C000999,Cuenta de Ahorros,Depósito,2155.29,False,False,False,,,Activo,2025-09-06,2025-09-06,1
C001000__TARJETA_CREDITO,C001000,Tarjeta de Crédito,Deuda,635.44,False,False,False,1200.00,2028-03-25,Activo,2025-01-10,2026-08-22,6
C001001__TARJETA_CREDITO,C001001,Tarjeta de Crédito,Deuda,268.57,False,False,False,900.00,2028-08-29,Activo,2025-01-07,2026-08-28,8
C001002__CREDITO_HIPOTECARIO,C001002,Crédito Hipotecario,Deuda,49068.41,False,False,False,,2031-11-29,Activo,2026-03-13,2026-03-13,1
C001002__CREDITO_VEHICULAR,C001002,Crédito Vehicular,Deuda,15906.56,False,False,False,,2027-01-24,Activo,2025-05-29,2025-05-29,1
C001002__CREDITO_CONSUMO,C001002,Crédito de Consumo,Deuda,6311.29,False,False,False,,2028-08-12,Activo,2025-03-26,2025-11-26,2
C001002__TARJETA_CREDITO,C001002,Tarjeta de Crédito,Deuda,426.51,False,False,False,2400.00,2029-08-03,Activo,2025-01-09,2026-05-20,14
C001003__CREDITO_HIPOTECARIO,C001003,Crédito Hipotecario,Deuda,70770.17,False,False,False,,2031-05-11,Activo,2025-05-25,2026-05-08,3
C001003__TARJETA_CREDITO,C001003,Tarjeta de Crédito,Deuda,921.48,False,False,False,3500.00,2029-09-11,Activo,2025-03-01,2026-08-30,13
C001004__CTA_AHORROS,C001004,Cuenta de Ahorros,Depósito,3117.87,False,False,False,,,Activo,2025-07-03,2026-02-02,3
C001004__TARJETA_CREDITO,C001004,Tarjeta de Crédito,Deuda,1263.53,False,False,False,7400.00,2029-08-17,Activo,2025-01-29,2026-08-19,10
C001005__CREDITO_CONSUMO,C001005,Crédito de Consumo,Deuda,30565.27,False,False,True,,2027-03-05,Activo,2025-09-24,2026-03-05,2
C001006__TARJETA_CREDITO,C001006,Tarjeta de Crédito,Deuda,0.00,False,False,False,2400.00,2028-01-07,Activo,2025-02-25,2026-08-29,12
C001007__CREDITO_CONSUMO,C001007,Crédito de Consumo,Deuda,5859.37,False,False,False,,2029-05-15,Activo,2025-04-07,2025-05-18,2
C001007__CTA_CORRIENTE,C001007,Cuenta Corriente,Depósito,162.57,False,False,False,,,Activo,2025-05-12,2026-08-26,2
C001007__CTA_AHORROS,C001007,Cuenta de Ahorros,Depósito,3250.32,False,False,False,,,Activo,2025-09-15,2025-09-15,1
C001007__TARJETA_CREDITO,C001007,Tarjeta de Crédito,Deuda,1627.14,False,False,False,3700.00,2029-02-27,Activo,2025-02-01,2026-08-05,7
C001008__CREDITO_VEHICULAR,C001008,Crédito Vehicular,Deuda,21957.46,False,False,False,,2030-04-29,Activo,2025-10-16,2025-12-10,2
C001008__CREDITO_CONSUMO,C001008,Crédito de Consumo,Deuda,7427.68,False,False,False,,2028-10-19,Activo,2025-04-26,2026-03-08,2
C001008__CTA_AHORROS,C001008,Cuenta de Ahorros,Depósito,4936.76,False,False,False,,,Activo,2026-05-04,2026-05-04,1
C001008__TARJETA_CREDITO,C001008,Tarjeta de Crédito,Deuda,1729.37,False,False,False,5700.00,2030-02-24,Activo,2025-07-28,2026-07-19,5
C001009__CREDITO_VEHICULAR,C001009,Crédito Vehicular,Deuda,30756.69,False,False,False,,2027-10-30,Activo,2025-12-21,2025-12-21,1
C001009__CREDITO_CONSUMO,C001009,Crédito de Consumo,Deuda,3678.94,False,False,False,,2029-06-18,Activo,2025-02-17,2025-06-16,2
C001009__TARJETA_CREDITO,C001009,Tarjeta de Crédito,Deuda,725.52,False,False,False,2100.00,2026-12-29,Activo,2025-05-14,2026-07-13,6
C001010__CREDITO_VEHICULAR,C001010,Crédito Vehicular,Deuda,13316.28,False,False,False,,2031-11-27,Activo,2025-07-18,2025-07-18,1
C001010__TARJETA_CREDITO,C001010,Tarjeta de Crédito,Deuda,510.93,False,False,False,1500.00,2028-07-23,Activo,2025-03-07,2026-07-20,10
C001011__CREDITO_VEHICULAR,C001011,Crédito Vehicular,Deuda,23849.21,False,False,False,,2028-12-14,Activo,2025-02-07,2025-02-07,1
C001011__TARJETA_CREDITO,C001011,Tarjeta de Crédito,Deuda,1097.33,False,False,False,2500.00,2028-12-29,Activo,2025-03-26,2026-06-28,8
C001012__CREDITO_CONSUMO,C001012,Crédito de Consumo,Deuda,14425.77,False,False,False,,2031-05-29,Activo,2025-04-08,2025-05-11,2
C001012__CTA_CORRIENTE,C001012,Cuenta Corriente,Depósito,-100.00,False,True,False,,,Activo,2025-03-20,2025-03-20,1
C001012__CTA_AHORROS,C001012,Cuenta de Ahorros,Depósito,10103.29,False,False,False,,,Activo,2025-03-31,2025-07-23,2
C001012__TARJETA_CREDITO,C001012,Tarjeta de Crédito,Deuda,0.00,False,False,False,6300.00,2030-04-16,Activo,2025-02-05,2026-04-18,8
C001013__CREDITO_CONSUMO,C001013,Crédito de Consumo,Deuda,7839.11,False,False,False,,2031-12-26,Activo,2025-01-22,2026-07-29,3
C001013__TARJETA_CREDITO,C001013,Tarjeta de Crédito,Deuda,669.04,False,False,False,2800.00,2027-05-21,Activo,2025-02-27,2026-05-02,11
C001014__CREDITO_HIPOTECARIO,C001014,Crédito Hipotecario,Deuda,57810.60,False,False,False,,2030-01-31,Activo,2025-04-12,2026-08-28,3
C001014__TARJETA_CREDITO,C001014,Tarjeta de Crédito,Deuda,570.91,False,False,False,900.00,2030-01-31,Activo,2025-04-09,2026-07-02,6
C001015__CREDITO_VEHICULAR,C001015,Crédito Vehicular,Deuda,11219.38,False,False,False,,2030-05-01,Activo,2025-01-06,2025-11-02,3
C001015__CTA_AHORROS,C001015,Cuenta de Ahorros,Depósito,2654.14,False,False,False,,,Activo,2025-02-28,2026-08-16,4
C001015__TARJETA_CREDITO,C001015,Tarjeta de Crédito,Deuda,1196.76,False,False,False,3000.00,2030-04-05,Activo,2025-01-27,2026-08-29,9
C001016__TARJETA_CREDITO,C001016,Tarjeta de Crédito,Deuda,910.18,False,False,False,3400.00,2027-12-06,Activo,2025-02-19,2026-07-05,11
C001017__CTA_AHORROS,C001017,Cuenta de Ahorros,Depósito,3271.32,False,False,False,,,Activo,2025-03-01,2026-07-03,4
C001018__CREDITO_VEHICULAR,C001018,Crédito Vehicular,Deuda,21958.87,False,False,False,,2027-12-18,Activo,2025-11-18,2026-01-22,2
C001018__TARJETA_CREDITO,C001018,Tarjeta de Crédito,Deuda,1541.15,False,False,False,4800.00,2027-10-19,Activo,2025-02-14,2026-08-17,12
C001019__CREDITO_HIPOTECARIO,C001019,Crédito Hipotecario,Deuda,144308.66,False,False,False,,2027-09-06,Activo,2026-08-20,2026-08-20,1
C001019__CTA_CORRIENTE,C001019,Cuenta Corriente,Depósito,2062.76,False,False,False,,,Activo,2025-02-18,2026-08-29,2
C001019__CTA_AHORROS,C001019,Cuenta de Ahorros,Depósito,4871.66,False,False,False,,,Activo,2025-01-17,2026-03-20,4
C001020__CREDITO_CONSUMO,C001020,Crédito de Consumo,Deuda,12987.84,False,False,False,,2029-12-23,Activo,2025-05-25,2026-05-08,3
C001020__TARJETA_CREDITO,C001020,Tarjeta de Crédito,Deuda,1694.95,False,False,False,8400.00,2027-08-28,Activo,2025-04-29,2026-01-30,8
C001021__CREDITO_CONSUMO,C001021,Crédito de Consumo,Deuda,5288.69,False,False,False,,2028-12-20,Activo,2026-08-05,2026-08-05,1
C001022__CTA_AHORROS,C001022,Cuenta de Ahorros,Depósito,1440.19,False,False,False,,,Activo,2025-04-29,2026-06-10,3
C001022__TARJETA_CREDITO,C001022,Tarjeta de Crédito,Deuda,522.93,False,False,False,1100.00,2028-03-21,Activo,2025-06-04,2026-08-30,10
C001023__CREDITO_VEHICULAR,C001023,Crédito Vehicular,Deuda,16372.31,False,False,False,,2028-05-10,Activo,2025-05-26,2025-06-24,2
