cliente_id	nombre_cliente	segmento_cliente	ciudad	edad	ingreso_estimado	producto	saldo_producto	cupo_credito	fecha_vencimiento	fecha_movimiento	categoria_consumo	monto_consumo	canal	estado_producto
C000377	Cliente 0377	Premium	Quito	27	4698.34	Tarjeta de Crédito	2182.18	8300	2028-05-06	2025-10-06	Food	630.31	POS	Activo
C001424	Cliente 1424	Mass	Guayaquil	55	774.59	Cuenta Corriente	729.44			2025-04-16	N/A	0	Branch	Activo
C000424	Cliente 0424	Mass	Loja	53	744.95	Crédito Hipotecario	83709.72		2028-06-13	2025-05-29	N/A	0	POS	Activo
C000134	Cliente 0134	Mass	Manta	37	568.13	Tarjeta de Crédito	512.96	1400	2029-12-31	2025-05-23	Food	71.82	POS	Activo
C001074	Cliente 1074	Affluent	Cuenca	30	3684.82	Crédito de Consumo	12290.16		2030-11-02	2026-03-31	N/A	0	Web	Activo
C000802	Cliente 0802	PyME	Cuenca	60	2352.35	Cuenta de Ahorros	8767.52			2026-01-27	N/A	0	Branch	Activo
C000529	Cliente 0529	Affluent	Guayaquil	57	1497.26	Tarjeta de Crédito	1167.17	3700	2027-09-07	2025-07-22	Supermarket	129.06	POS	Activo
C000583	Cliente 0583	Affluent	Loja	36	1577.87	Tarjeta de Crédito	1185.64	2200	2028-09-08	2025-07-19	Travel	39.83	Web	Activo
C000566	Cliente 0566	Joven	Guayaquil	42	735.71	Tarjeta de Crédito	170.75	1800	2027-06-11	2025-03-21	Technology	45.58	POS	Activo
C000917	Cliente 0917	Premium	Cuenca	31	5969.34	Tarjeta de Crédito	5382.69	10900	2030-02-04	2026-01-16	Travel	264.82	Web	Activo
C001953	Cliente 1953	PyME	Guayaquil	29	1720.58	Tarjeta de Crédito	210.81	2600	2029-02-25	2026-03-30	Supermarket	165.22	POS	Activo
C002172	Cliente 2172	Mass	Ambato	18	1832.64	Cuenta Corriente	6496.04			2026-08-10	N/A	0	Web	Activo
C001601	Cliente 1601	Mass	Guayaquil	44	713.38	Tarjeta de Crédito	341.25	900	2030-04-21	2025-09-18	Supermarket	37.04	Branch	Activo
C000885	Cliente 0885	Affluent	Guayaquil	19	1533.26	Tarjeta de Crédito	501.12	1800	2030-01-11	2025-08-09	Fuel	57.67	POS	Activo
C000608	Cliente 0608	Mass	Guayaquil	26	553.49	Tarjeta de Crédito	94.12	1000	2026-10-14	2026-02-08	Food	44.98	POS	Activo
C001671	Cliente 1671	Mass	Guayaquil	37	1267.11	Tarjeta de Crédito	1282.51	3300	2030-02-22	2025-09-12	Food	155.14	App	Activo
C001892	Cliente 1892	Mass	Quito	45	350	Cuenta de Ahorros	979.16			2026-06-24	N/A	0	Branch	Activo
C000669	Cliente 0669	Joven	Guayaquil	40	636.48	Tarjeta de Crédito	251.64	1900	2030-01-01	2026-01-28	Food	176.33	POS	Activo
C000610	Cliente 0610	Mass	Quito	25	810.71	Tarjeta de Crédito	567.04	1400	2027-10-21	2026-08-30	Supermarket	82.08	Branch	Activo
C001380	Cliente 1380	Mass	Quito	18	862.92	Tarjeta de Crédito	774.41	1300	2027-11-20	2026-01-11	Streaming	92.49	POS	Activo
C001859	Cliente 1859	Mass	Cuenca	28	659.51	Cuenta Corriente	939.07			2025-05-26	N/A	0	App	Activo
C000334	Cliente 0334	Mass	Guayaquil	48	788.87	Tarjeta de Crédito	434.95	1800	2027-09-04	2026-06-26	Food	39.85	App	Activo
C000156	Cliente 0156	Joven	Quito	53	819.4	Tarjeta de Crédito	396.49	1400	2030-03-08	2025-05-13	Entertainment	42.88	Web	Activo
C002081	Cliente 2081	PyME	Guayaquil	37	2346.3	Tarjeta de Crédito	1337.47	4600	2028-08-25	2025-11-01	Technology	51.99	Branch	Activo
C001594	Cliente 1594	Affluent	Quito	30	2466.54	Crédito Hipotecario	79397.48		2032-01-30	2025-07-24	N/A	0	App	Activo
C001568	Cliente 1568	Joven	Quito	77	816.73	Crédito Hipotecario	117954.26		2030-06-30	2025-03-22	N/A	0	Branch	Activo
C000700	Cliente 0700	Mass	Manta	48	1501.49	Tarjeta de Crédito	1603.11	2500	2027-07-01	2025-08-29	Supermarket	92.88	POS	Activo
C000486	Cliente 0486	Premium	Guayaquil	53	3805.37	Crédito de Consumo	25867.29		2027-02-27	2026-06-12	N/A	0	App	Activo
C000376	Cliente 0376	Premium	Guayaquil	46	1741.64	Tarjeta de Crédito	1236.01	4700	2027-10-23	2025-01-27	Entertainment	28.57	POS	Activo
C000138	Cliente 0138	Mass	Quito	54	825.89	Crédito de Consumo	3804.47		2030-11-20	2025-03-10	N/A	0	Branch	Activo
C000810	Cliente 0810	Joven	Cuenca	43	882.2	Crédito Hipotecario	108319.95		2032-05-22	2025-01-20	N/A	0	ATM	Activo
C000972	Cliente 0972	Mass	Guayaquil	41	621.8	Tarjeta de Crédito	251.03	1500	2030-07-07	2026-03-16	Education	35.6	POS	Activo
C000150	Cliente 0150	Mass	Guayaquil	52	472.26	Tarjeta de Crédito	362.94	800	2030-04-05	2025-11-08	Streaming	34.72	ATM	Activo
C002119	Cliente 2119	Mass	Ambato	55	895.5	Cuenta Corriente	2303.66			2025-05-19	N/A	0	App	Activo
C000405	Cliente 0405	Mass	Guayaquil	35	1172.73	Tarjeta de Crédito	1075.01	3400	2030-05-13	2026-06-18	Entertainment	140.38	Web	Activo
C000984	Cliente 0984	Joven	Quito	35	425.47	Tarjeta de Crédito	0	900	2029-09-22	2025-12-11	Fuel	37.87	App	Activo
C001804	Cliente 1804	Affluent	Guayaquil	18	2547.55	Tarjeta de Crédito	2422.53	6300	2028-11-29	2025-12-23	Technology	408.42	Web	Activo
C002169	Cliente 2169	Mass	Guayaquil	57	878.34	Tarjeta de Crédito	366.65	2600	2030-04-08	2026-02-15	Food	51.48	Web	Activo
C000635	Cliente 0635	Mass	Guayaquil	38	533.9	Tarjeta de Crédito	421.86	1300	2028-10-18	2026-07-25	Entertainment	20.38	App	Activo
C001138	Cliente 1138	Mass	Quito	25	1244.71	Tarjeta de Crédito	796.65	3300	2028-08-20	2025-03-29	Supermarket	50.18	POS	Activo
C002158	Cliente 2158	Mass	Manta	18	505.7	Tarjeta de Crédito	282.57	1300	2028-04-07	2026-05-05	Travel	7.45	POS	Activo
C001953	Cliente 1953	PyME	Guayaquil	29	1720.58	Tarjeta de Crédito	210.81	2600	2029-02-25	2025-02-01	Fuel	50.1	POS	Activo
C000036	Cliente 0036	Mass	Cuenca	18	1709.76	Tarjeta de Crédito	1732.13	4800	2027-05-14	2025-02-16	Supermarket	54.62	Web	Activo
C000843	Cliente 0843	Affluent	Quito	38	1302.41	Tarjeta de Crédito	1738.68	3500	2029-12-31	2025-03-07	Others	26.68	Web	Activo
C001945	Cliente 1945	Mass	Quito	22	1244.89	Tarjeta de Crédito	862.73	2800	2027-12-25	2025-01-19	Health	25.02	POS	Activo
C000723	Cliente 0723	Mass	Guayaquil	38	1325.87	Tarjeta de Crédito	1065.3	3400	2027-04-17	2026-03-02	Entertainment	98.34	POS	Activo
C002147	Cliente 2147	Mass	Quito	25	704.22	Crédito de Consumo	6119.0		2031-12-24	2025-02-24	N/A	0	App	Activo
C001685	Cliente 1685	Mass	Quito	49	1023.74	Tarjeta de Crédito	2168.45	2200	2027-08-03	2025-11-16	Fuel	24.31	POS	Activo
C002002	Cliente 2002	Premium	Ambato	28	6087.11	Crédito de Consumo	19929.13		2030-05-03	2026-08-14	N/A	0	Branch	Activo
C000467	Cliente 0467	Affluent	Guayaquil	61	3237.81	Tarjeta de Crédito	5501.22	7800	2028-05-15	2025-06-25	Fuel	173.56	POS	Activo
C000123	Cliente 0123	Premium	Loja	18	3945.89	Crédito Vehicular	23272.17		2027-04-18	2025-10-18	N/A	0	App	Activo
C001629	Cliente 1629	PyME	Loja	34	2636.08	Crédito de Consumo	9637.74		2031-09-15	2025-04-18	N/A	0	Branch	Activo
C000188	Cliente 0188	Joven	Guayaquil	31	914.66	Crédito Hipotecario	53367.09		2029-05-17	2026-02-15	N/A	0	ATM	Activo
C000377	Cliente 0377	Premium	Quito	27	4698.34	Tarjeta de Crédito	2182.18	8300	2028-05-06	2025-04-24	Travel	94.66	App	Activo
C000595	Cliente 0595	Mass	Quito	29	1173.43	Tarjeta de Crédito	684.23	2100	2026-09-26	2025-07-17	Technology	76.03	App	Activo
C001331	Cliente 1331	Premium	Quito	55	3976.15	Tarjeta de Crédito	1376.75	7900	2029-12-17	2026-01-14	Technology	481.32	Branch	Activo
C001965	Cliente 1965	Premium	Quito	44	3106.87	Tarjeta de Crédito	160.67	8300	2027-11-05	2026-05-02	Supermarket	225.56	Branch	Activo
C001411	Cliente 1411	Affluent		42	3441.93	Tarjeta de Crédito	4830.33	7200	2030-10-05	2025-02-27	Technology	108.71	App	Activo
C000311	Cliente 0311	Affluent	Guayaquil	39	1966.45	Tarjeta de Crédito	284.4	2000	2029-01-18	2026-02-12	Food	58.18	POS	Activo
C000109	Cliente 0109	Affluent	Quito	48	2444.48	Tarjeta de Crédito	3538.04	7000	2027-08-10	2025-11-16	Entertainment	223.76	POS	Activo
C000457	Cliente 0457	Mass	Manta	35	485.51	Tarjeta de Crédito	0	900	2028-02-28	2026-05-24	Travel	74.72	App	Activo
C000732	Cliente 0732	PyME	Quito	48	1448.17	Tarjeta de Crédito	1212.08	3100	2027-05-17	2025-05-22	Fuel	45.72	POS	Activo
C001148	Cliente 1148	Mass	Quito	43	434.22	Cuenta de Ahorros	971.3			2026-02-23	N/A	0	App	Activo
C000122	Cliente 0122	Affluent	Guayaquil	24	1393.52	Tarjeta de Crédito	245.07	2900	2027-06-01	2025-12-14	Others	163.35	POS	Activo
C001135	Cliente 1135	Premium	Ambato	35	2048.43	Tarjeta de Crédito	1404.59	4900	2028-02-29	2025-08-10	Entertainment	81.91	POS	Activo
C000862	Cliente 0862	Affluent	Cuenca	44	1780.04	Cuenta Corriente	2277.99			2025-04-08	N/A	0	Web	Activo
C001258	Cliente 1258	Mass	Quito	47	942.97	Tarjeta de Crédito	1610.64	2500	2027-12-29	2026-06-24	Travel	32.64	POS	Activo
C002132	Cliente 2132	Mass	Quito	25	2473.72	Tarjeta de Crédito	1261.09	6700	2030-01-04	2025-10-14	Technology	232.48	POS	Activo
C000723	Cliente 0723	Mass	Guayaquil	38	1325.87	Tarjeta de Crédito	1065.3	3400	2027-04-17	2025-02-13	Technology	167.63	POS	Activo
C001170	Cliente 1170	Affluent	Loja	46	1729.21	Cuenta Corriente	8616.18			2026-04-27	N/A	0	App	Activo
C000142	Cliente 0142	Premium	Guayaquil	20	7922.7	Tarjeta de Crédito	4631.88	12600	2029-08-16	2025-11-24	Technology	86.19	POS	Activo
C000545	Cliente 0545	Mass	Guayaquil	46	1194.51	Crédito de Consumo	6034.03		2032-03-28	2025-07-18	N/A	0	Branch	Activo
C001534	Cliente 1534	PyME	Ambato	50	4234.56	Tarjeta de Crédito	1283.81	7600	2027-10-28	2025-07-16	Technology	257.73	Branch	Activo
C000070	Cliente 0070	Premium	Guayaquil	18	7092.08	Crédito Hipotecario	49991.7		2027-03-27	2026-06-27	N/A	0	Web	Activo
C000646	Cliente 0646	Mass	Guayaquil	21	972.71	Tarjeta de Crédito	200.59	1800	2028-05-11	2026-04-16	Technology	37.84	POS	Activo
C002010	Cliente 2010	Premium	Ambato	35	4058.22	Cuenta Corriente	6441.1			2026-01-30	N/A	0	App	Activo
C000290	Cliente 0290	Mass	Ambato	47	1427.0	Tarjeta de Crédito	1501.19	3900	2030-01-13	2026-06-06	Supermarket	178.88	App	Activo
C001721	Cliente 1721	Premium	Quito	48	7234.76	Crédito Vehicular	27401.45		2029-09-17	2025-08-10	N/A	0	ATM	Activo
C000101	Cliente 0101	Mass	Quito	34	2125.11	Tarjeta de Crédito	1867.42	3300	2027-11-14	2026-04-27	Entertainment	179.41	Web	Activo
C001388	Cliente 1388	Premium	Guayaquil	44	2991.7	Tarjeta de Crédito	1529.02	7900	2027-05-06	2025-08-20	Streaming	269.82	POS	Activo
C002193	Cliente 2193	Affluent	Quito	46	2171.46	Tarjeta de Crédito	0	4700	2029-06-19	2026-05-13	Health	166.99	App	Activo
C000328	Cliente 0328	Joven	Cuenca	35	603.41	Crédito Hipotecario	4774.97		2031-06-13	2025-11-04	N/A	0	Web	Activo
C000156	Cliente 0156	Joven	Quito	53	819.4	Tarjeta de Crédito	396.49	1400	2030-03-08	2026-02-19	Travel	104.37	POS	Activo
C000143	Cliente 0143	PyME	Guayaquil	26	1499.27	Crédito de Consumo	4076.92		2032-01-22	2026-02-05	N/A	0	Web	Activo
C001936	Cliente 1936	Premium	Quito	22	3801.2	Tarjeta de Crédito	1994.57	7200	2030-09-18	2026-03-13	Others	150.06	POS	Activo
C000909	Cliente 0909	Mass	Cuenca	55	1480.84	Cuenta Corriente	1385.52			2026-05-29	N/A	0	Web	Activo
C001268	Cliente 1268	Joven	Guayaquil	36	428.24	Cuenta Corriente	1436.14			2025-12-03	N/A	0	Web	Activo
C000966	Cliente 0966	Affluent	Manta	29	2687.2	Tarjeta de Crédito	3921.53	8000	2029-11-18	2025-11-01	Supermarket	122.89	App	Activo
C000048	Cliente 0048	Mass	Guayaquil	56	1735.56	Tarjeta de Crédito	2003.46	3800	2030-10-01	2025-03-09	Supermarket	13.75	Web	Activo
C000430	Cliente 0430	Premium	Guayaquil	18	4528.06	Tarjeta de Crédito	3337.74	8700	2029-07-30	2026-03-28	Health	198.05	App	Activo
C001621	Cliente 1621	Mass	Guayaquil	32	1747.23	Tarjeta de Crédito	514.23	4500	2030-08-29	2026-02-17	Entertainment	222.1	Branch	Activo
C000002	Cliente 0002	Mass	Loja	55	651.61	Tarjeta de Crédito	383.89	800	2029-06-22	2025-03-07	Supermarket	41.73	Web	Activo
C001013	Cliente 1013	Affluent	Guayaquil	31	1407.83	Tarjeta de Crédito	669.04	2800	2027-05-21	2025-02-27	Supermarket	221.57	Branch	Activo
C001063	Cliente 1063	Premium	Quito	34	5404.28	Cuenta Corriente	11344.79			2026-02-24	N/A	0	Branch	Activo
C000846	Cliente 0846	Mass		47	922.83	Tarjeta de Crédito	397.21	900	2028-02-26	2025-08-26	Travel	30.69	POS	Activo
C000897	Cliente 0897	Mass	Guayaquil	39	827.18	Crédito Vehicular	11600.11		2032-02-16	2025-11-14	N/A	0	Web	Activo
C000832	Cliente 0832	Mass	Manta	31	1629.63	Cuenta Corriente	7407.06			2026-08-10	N/A	0	App	Activo
C001512	Cliente 1512	PREMIUM 	Cuenca	47	2942.34	Tarjeta de Crédito	3225.35	5700	2030-04-13	2025-08-26	Technology	430.08	POS	Activo
C002101	Cliente 2101	Mass	Guayaquil	30	944.02	Tarjeta de Crédito	221.89	2000	2028-09-08	2025-02-04	Streaming	195.17	POS	Activo
C001142	Cliente 1142	Mass	Guayaquil	35	917.62	Cuenta Corriente	3480.54			2026-07-12	N/A	0	App	Activo
C000591	Cliente 0591	Mass	Guayaquil	37	1044.72	Cuenta Corriente	4574.71			2025-02-14	N/A	0	Branch	Activo
C002142	Cliente 2142	Mass	Quito	33	740.74	Tarjeta de Crédito	140.8	1400	2029-10-08	2026-04-27	Supermarket	33.57	App	Activo
C001450	Cliente 1450	Affluent	Quito	25	1941.71	Cuenta Corriente	6571.82			2025-07-02	N/A	0	Web	Activo
C002081	Cliente 2081	PyME	Guayaquil	37	2346.3	Crédito Vehicular	2398.35		2028-07-12	2025-04-12	N/A	0	Web	Activo
C001135	Cliente 1135	Premium	Ambato	35	2048.43	Crédito Vehicular	20693.81		2029-05-25	2026-06-20	N/A	0	Branch	Activo
C001343	Cliente 1343	Mass	Guayaquil	57	978.59	Tarjeta de Crédito	1130.63	2000	2030-06-25	2025-12-04	Technology	163.02	Web	Activo
C001385	Cliente 1385	Affluent	Cuenca	46	3444.15	Cuenta de Ahorros	-100			2026-01-06	N/A	0	Web	Activo
C001214	Cliente 1214	Mass	Cuenca	25	920.9	Tarjeta de Crédito	952.44	1900	2029-05-08	2025-07-17	Technology	46.12	POS	Activo
C001976	Cliente 1976	Mass	Quito	28	858.11	Tarjeta de Crédito	0	1400	2027-11-10	2025-09-13	Supermarket	111.39	POS	Activo
C001101	Cliente 1101	Affluent	Ambato	27	2491.34	Cuenta Corriente	1753.3			2026-07-10	N/A	0	App	Activo
C000485	Cliente 0485	Mass	Loja	18	789.07	Crédito de Consumo	4664.38		2030-10-18	2026-02-17	N/A	0	Branch	Activo
C000898	Cliente 0898	Mass	Guayaquil	28	1010.08	Tarjeta de Crédito	1137.21	2800	2029-07-13	2025-10-08	Others	136.02	POS	Activo
C001910	Cliente 1910	Premium	Quito	61	4154.87	Cuenta Corriente	4625.15			2026-08-17	N/A	0	Web	Activo
C000915	Cliente 0915	Joven	Quito	33	558.37	Tarjeta de Crédito	232.32	600	2027-07-06	2025-09-11	Streaming	28.52	POS	Activo
C001985	Cliente 1985	PyME	Quito	29	1426.59	Tarjeta de Crédito	652.62	2300	2029-03-25	2026-07-03	Travel	112.32	Branch	Activo
C001271	Cliente 1271	Mass	Guayaquil	42	861.47	Tarjeta de Crédito	1041.79	2200	2029-02-16	2026-06-24	Technology	86.47	Web	Activo
C001155	Cliente 1155	Mass	Guayaquil	37	754.58	Cuenta de Ahorros	4238.62			2026-04-15	N/A	0	ATM	Activo
C000392	Cliente 0392	PyME	Cuenca	25	1756.96	Crédito de Consumo	5301.51		2026-11-01	2026-08-01	N/A	0	Branch	Activo
C001998	Cliente 1998	Mass	Loja	18	820.95	Cuenta de Ahorros	930.99			2025-06-16	N/A	0	Web	Activo
C001131	Cliente 1131	Mass	Quito	18	1083.82	Tarjeta de Crédito	955.8	1800	2030-01-11	2025-12-27	Health	110.85	POS	Activo
C000356	Cliente 0356	Mass	Manta	38	559.96	Tarjeta de Crédito	413.95	800	2026-11-02	2026-08-12	Supermarket	13.8	App	Activo
C002187	Cliente 2187	Mass	Quito	27	1058.88	Tarjeta de Crédito	1380.8	2400	2030-05-01	2025-05-06	Streaming	31.11	POS	Activo
C002031	Cliente 2031	Joven	Manta	36	379.7	Cuenta de Ahorros	486.43			2025-07-10	N/A	0	App	Activo
C000356	Cliente 0356	Mass	Manta	38	559.96	Tarjeta de Crédito	413.95	800	2026-11-02	2025-10-30	Supermarket	17.72	POS	Activo
C002040	Cliente 2040	PyME	Manta	36	1609.32	Crédito de Consumo	15458.93		2030-10-21	2025-07-02	N/A	0	Branch	Activo
C001684	Cliente 1684	Mass	Guayaquil	43	1174.02	Cuenta Corriente	6916.22			2026-05-14	N/A	0	Web	Activo
C001773	Cliente 1773	Affluent	Cuenca	74	3214.41	Crédito Hipotecario	62274.53		2031-06-09	2026-07-11	N/A	0	Web	Activo
C002065	Cliente 2065	Mass	Quito	28	1069.4	Tarjeta de Crédito	80.98	2600	2027-06-04	2025-09-10	Education	24.28	POS	Activo
C001981	Cliente 1981	PyME	Cuenca	36	2676.62	Tarjeta de Crédito	861.48	3600	2027-08-25	2025-03-26	Supermarket	181.77	Web	Activo
C001576	Cliente 1576	Mass	Guayaquil	38	2174.57	Tarjeta de Crédito	447.2	3600	2027-12-01	2026-02-23	Streaming	493.03	POS	Activo
C001331	Cliente 1331	Premium	Quito	55	3976.15	Tarjeta de Crédito	1376.75	7900	2029-12-17	2025-06-09	Streaming	625.42	POS	Activo
C000723	Cliente 0723	Mass	Guayaquil	38	1325.87	Tarjeta de Crédito	1065.3	3400	2027-04-17	2026-05-24	Supermarket	14.22	POS	Activo
C001838	Cliente 1838	Mass	Guayaquil	30	705.01	Tarjeta de Crédito	216.19	1000	2027-08-04	2026-01-13	Food	34.75	Web	Activo
C000080	Cliente 0080	Mass	Ambato	18	891.27	Tarjeta de Crédito	1357.32	2200	2030-09-05	2025-04-19	Technology	61.54	POS	Activo
C001649	Cliente 1649	PyME	Quito	35	2370.33	Crédito Hipotecario	132805.5		2028-08-24	2026-02-28	N/A	0	Branch	Activo
C000318	Cliente 0318	Mass	Ambato	42	1264.31	Tarjeta de Crédito	958.63	2400	2028-06-03	2025-12-16	Travel	84.49	App	Activo
C000860	Cliente 0860	Affluent	Guayaquil	44	1770.34	Crédito Hipotecario	28193.81		2026-11-12	2026-04-25	N/A	0	Web	Activo
C000213	Cliente 0213	Affluent	Guayaquil	39	4846.13	Tarjeta de Crédito	742.98	5900	2030-05-13	2025-06-10	Technology	696.45	Branch	Activo
C000862	Cliente 0862	Affluent	Cuenca	44	1780.04	Tarjeta de Crédito	1184.01	2700	2029-02-11	2025-11-02	Food	57.62	POS	Activo
C000256	Cliente 0256	Premium	Guayaquil	44	3492.9	Tarjeta de Crédito	3675.92	5100	2029-02-21	2025-10-13	Streaming	211.67	POS	Activo
C000480	Cliente 0480	Mass	Cuenca	41	430.22	Tarjeta de Crédito	140.77	500	2028-12-25	2026-08-13	Fuel	71.24	App	Activo
C001975	Cliente 1975	Mass	Guayaquil	32	715.81	Cuenta Corriente	1463.37			2026-06-28	N/A	0	POS	Activo
C000616	Cliente 0616	Joven	Quito	41	893.25	Tarjeta de Crédito	232.81	1200	2029-09-11	11/01/2026	Supermarket	54.9	Web	Activo
C001631	Cliente 1631	Mass	Quito	30	788.67	Crédito Hipotecario	113784.37		2027-08-21	2025-02-20	N/A	0	App	Activo
C000395	Cliente 0395	Joven	Cuenca	47	594.63	Tarjeta de Crédito	1166.16	1500	2027-08-12	2026-04-04	Entertainment	11.61	POS	Activo
C001576	Cliente 1576	Mass	Guayaquil	38	2174.57	Tarjeta de Crédito	447.2	3600	2027-12-01	2025-12-07	Food	317.13	POS	Activo
C001125	Cliente 1125	Premium	Manta	45	3639.06	Crédito Hipotecario	78674.58		2030-01-30	2026-02-22	N/A	0	Web	Activo
C001477	Cliente 1477	Affluent	Guayaquil	20	1828.43	Tarjeta de Crédito	1708.28	2000	2030-09-11	2025-12-21	Travel	150.93	App	Activo
C001645	Cliente 1645	Mass	Guayaquil	48	1224.59	Tarjeta de Crédito	0	2600	2030-08-07	2025-10-21	Entertainment	240.23	POS	Activo
C000289	Cliente 0289	Joven	Loja	26	545.63	Tarjeta de Crédito	354.87	600	2028-12-28	2025-02-15	Technology	27.4	App	Activo
C001915	Cliente 1915	Premium	Quito	64	4633.9	Tarjeta de Crédito	1184.33	5400	2029-05-31	2026-04-22	Supermarket	240.04	App	Activo
C001324	Cliente 1324	Joven	Cuenca	38	1236.83	Cuenta Corriente	2348.32			2025-09-28	N/A	0	Branch	Activo
C000382	Cliente 0382	Premium	Loja	39	4263.31	Tarjeta de Crédito	2526.1	12200	2027-12-17	2025-08-16	Education	1214.4	POS	Activo
C001427	Cliente 1427	Mass	Manta	54	822.14	Tarjeta de Crédito	430.49	900	2028-07-28	2025-08-21	Technology	19.07	Branch	Activo
C001570	Cliente 1570	Mass	Manta	47	802.03	Tarjeta de Crédito	203.22	1000	2029-11-21	2026-03-23	Food	103.84	POS	Activo
C001772	Cliente 1772	Mass	Guayaquil	48	997.34	Tarjeta de Crédito	640.76	2000	2029-10-19	2026-05-17	Entertainment	100.71	POS	Activo
C001138	Cliente 1138	Mass	Quito	25	1244.71	Tarjeta de Crédito	796.65	3300	2028-08-20	2025-04-11	Streaming	28.22	POS	Activo
C001216	Cliente 1216	Joven	Quito	50	470.81	Tarjeta de Crédito	391.45	1200	2030-04-15	2025-09-05	Travel	13.07	POS	Activo
C000511	Cliente 0511	Mass	Guayaquil	42	859.97	Tarjeta de Crédito	799.21	2200	2028-09-04	2025-01-08	Education	168.3	POS	Activo
C000840	Cliente 0840	Premium	Quito	36	5814.32	Tarjeta de Crédito	4913.01	14300	2028-10-15	2025-08-29	Fuel	176.74	POS	Activo
C001013	Cliente 1013	Affluent	Guayaquil	31	1407.83	Tarjeta de Crédito	669.04	2800	2027-05-21	2025-11-12	Entertainment	234.3	Web	Activo
C000455	Cliente 0455	Joven	Cuenca	54	460.22	Cuenta Corriente	1418.49			2025-08-14	N/A	0	Web	Activo
C000750	Cliente 0750	Mass	Guayaquil	22	1311.89	Tarjeta de Crédito	1407.77	3900	2027-06-03	2026-02-09	Supermarket	232.66	App	Activo
C000511	Cliente 0511	Mass	Guayaquil	42	859.97	Tarjeta de Crédito	799.21	2200	2028-09-04	2025-02-04	Supermarket	110.34	POS	Activo
C001034	Cliente 1034	Mass	Quito	48	808.64	Crédito de Consumo	5073.09		2028-04-07	2025-10-09	N/A	0	App	Activo
C001718	Cliente 1718	Mass	Cuenca	42	662.2	Crédito Vehicular	9529.75		2027-07-05	2025-11-20	N/A	0	Web	Activo
C000981	Cliente 0981	Mass	Manta	46	1098.41	Cuenta de Ahorros	-100			2025-07-28	N/A	0	Branch	Activo
C001650	Cliente 1650	Mass	Guayaquil	30	1034.92	Crédito Vehicular	14929.14		2028-02-20	2025-07-06	N/A	0	App	Activo
C002159	Cliente 2159	Mass	Cuenca	37	960.42	Tarjeta de Crédito	1389.69	2800	2028-01-23	2025-09-13	Supermarket	12.35	POS	Activo
C001442	Cliente 1442	Joven	Guayaquil	50	1033.23	Tarjeta de Crédito	37.57	2000	2029-06-01	2025-08-24	Education	171.51	Web	Activo
C000322	Cliente 0322	Affluent	Quito	40	1897.67	Tarjeta de Crédito	1566.1	3200	2029-07-31	2026-05-03	Health	55.94	POS	Activo
C001891	Cliente 1891	Premium	Quito	34	5249.95	Tarjeta de Crédito	1320.09	7300	2028-01-22	2026-05-17	Technology	564.15	App	Activo
C001387	Cliente 1387	Affluent	Quito	55	1839.61	Crédito de Consumo	15406.32		2028-07-15	2026-08-21	N/A	0	App	Activo
C001898	Cliente 1898	Mass	Cuenca	47	1417.26	Tarjeta de Crédito	1382.44	2700	2027-07-03	2025-11-19	Food	127.72	POS	Activo
C000819	Cliente 0819	Premium	Quito	32	3839.55	Tarjeta de Crédito	1055.84	4500	2029-03-11	2025-03-11	Education	60.6	POS	Activo
C001900	Cliente 1900	Mass	Guayaquil	30	945.68	Tarjeta de Crédito	1511.27	1900	2026-12-09	2026-04-03	Technology	83.0	POS	Activo
C001055	Cliente 1055	Affluent	Quito	38	4891.41	Tarjeta de Crédito	410.69	5400	2030-03-14	2025-04-14	Technology	198.02	Branch	Activo
C001351	Cliente 1351	Mass	Quito	29	840.84	Tarjeta de Crédito	107.9	1000	2029-09-03	2026-01-04	Supermarket	44.03	POS	Activo
C001476	Cliente 1476	PyME	Quito	42	2704.3	Cuenta de Ahorros	12886.12			2026-08-22	N/A	0	Web	Activo
C000348	Cliente 0348	Affluent	Guayaquil	43	4111.28	Tarjeta de Crédito	1939.99	6700	2029-10-22	2025-05-02	Travel	216.87	Web	Activo
C000412	Cliente 0412	Joven	Quito	18	538.75	Tarjeta de Crédito	567.58	900	2028-01-21	2025-09-22	Entertainment	50.04	POS	Activo
C000806	Cliente 0806	Mass	Quito	28	1399.61	Tarjeta de Crédito	553.83	2000	2026-10-27	2025-05-11	Streaming	46.62	POS	Activo
C000513	Cliente 0513	PyME	Quito	41	2200.13	Tarjeta de Crédito	1379.17	2500	2028-01-28	2026-06-10	Travel	74.81	POS	Activo
C002137	Cliente 2137	Affluent	Quito	49	2666.75	Tarjeta de Crédito	3265.66	7000	2028-04-01	2026-03-17	Supermarket	301.35	Web	Activo
C000491	Cliente 0491	Mass	Quito	41	1105.28	Tarjeta de Crédito	1357.86	3300	2027-12-26	2026-07-31	Food	96.11	Web	Activo
C001357	Cliente 1357	Mass	Loja	24	976.97	Crédito Hipotecario	64744.75		2031-01-26	2026-08-16	N/A	0	Branch	Activo
C000029	Cliente 0029	Joven	Guayaquil	28	632.38	Cuenta de Ahorros	2335.5			2025-07-14	N/A	0	Branch	Activo
C001623	Cliente 1623	Premium	Guayaquil	41	4331.43	Tarjeta de Crédito	4344.82	10400	2030-07-22	2026-02-09	Streaming	1505.85	POS	Activo
